"Customer ID","Segment","Cluster","Prefers_Clothing","Prefers_Footwear","Prefers_Outerwear","Prefers_Accessories","Category","Item Purchased"
1,"Segment 2",2,1,0,0,0,"Clothing","Blouse"
2,"Segment 3",3,1,0,0,0,"Clothing","Sweater"
3,"Segment 3",3,1,0,0,0,"Clothing","Jeans"
4,"Segment 3",3,0,1,0,0,"Footwear","Sandals"
5,"Segment 2",2,1,0,0,0,"Clothing","Blouse"
6,"Segment 2",2,0,1,0,0,"Footwear","Sneakers"
7,"Segment 4",4,1,0,0,0,"Clothing","Shirt"
8,"Segment 3",3,1,0,0,0,"Clothing","Shorts"
9,"Segment 3",3,0,0,1,0,"Outerwear","Coat"
10,"Segment 2",2,0,0,0,1,"Accessories","Handbag"
11,"Segment 2",2,0,1,0,0,"Footwear","Shoes"
12,"Segment 1",1,1,0,0,0,"Clothing","Shorts"
13,"Segment 4",4,0,0,1,0,"Outerwear","Coat"
14,"Segment 2",2,1,0,0,0,"Clothing","Dress"
15,"Segment 2",2,0,0,1,0,"Outerwear","Coat"
16,"Segment 4",4,1,0,0,0,"Clothing","Skirt"
17,"Segment 1",1,0,0,0,1,"Accessories","Sunglasses"
18,"Segment 2",2,1,0,0,0,"Clothing","Dress"
19,"Segment 1",1,1,0,0,0,"Clothing","Sweater"
20,"Segment 4",4,1,0,0,0,"Clothing","Pants"
21,"Segment 3",3,1,0,0,0,"Clothing","Pants"
22,"Segment 1",1,1,0,0,0,"Clothing","Pants"
23,"Segment 2",2,1,0,0,0,"Clothing","Pants"
24,"Segment 1",1,1,0,0,0,"Clothing","Pants"
25,"Segment 3",3,0,0,1,0,"Outerwear","Jacket"
26,"Segment 1",1,1,0,0,0,"Clothing","Hoodie"
27,"Segment 2",2,0,0,0,1,"Accessories","Jewelry"
28,"Segment 1",1,1,0,0,0,"Clothing","Shorts"
29,"Segment 4",4,0,0,0,1,"Accessories","Handbag"
30,"Segment 1",1,1,0,0,0,"Clothing","Dress"
31,"Segment 2",2,0,0,0,1,"Accessories","Jewelry"
32,"Segment 1",1,1,0,0,0,"Clothing","Dress"
33,"Segment 1",1,0,0,1,0,"Outerwear","Jacket"
34,"Segment 2",2,1,0,0,0,"Clothing","Pants"
35,"Segment 1",1,1,0,0,0,"Clothing","T-shirt"
36,"Segment 2",2,1,0,0,0,"Clothing","Blouse"
37,"Segment 1",1,1,0,0,0,"Clothing","T-shirt"
38,"Segment 3",3,1,0,0,0,"Clothing","Jeans"
39,"Segment 1",1,1,0,0,0,"Clothing","Dress"
40,"Segment 2",2,1,0,0,0,"Clothing","Pants"
41,"Segment 4",4,0,0,0,1,"Accessories","Handbag"
42,"Segment 2",2,0,0,0,1,"Accessories","Scarf"
43,"Segment 1",1,0,0,1,0,"Outerwear","Coat"
44,"Segment 3",3,0,0,0,1,"Accessories","Scarf"
45,"Segment 1",1,0,0,0,1,"Accessories","Hat"
46,"Segment 2",2,1,0,0,0,"Clothing","Socks"
47,"Segment 2",2,1,0,0,0,"Clothing","Shirt"
48,"Segment 2",2,0,0,0,1,"Accessories","Jewelry"
49,"Segment 3",3,1,0,0,0,"Clothing","Shirt"
50,"Segment 2",2,1,0,0,0,"Clothing","Hoodie"
51,"Segment 2",2,1,0,0,0,"Clothing","Blouse"
52,"Segment 4",4,1,0,0,0,"Clothing","Skirt"
53,"Segment 2",2,1,0,0,0,"Clothing","T-shirt"
54,"Segment 1",1,1,0,0,0,"Clothing","Skirt"
55,"Segment 4",4,0,0,1,0,"Outerwear","Coat"
56,"Segment 2",2,0,0,1,0,"Outerwear","Jacket"
57,"Segment 1",1,0,0,0,1,"Accessories","Backpack"
58,"Segment 1",1,0,0,1,0,"Outerwear","Coat"
59,"Segment 2",2,1,0,0,0,"Clothing","Hoodie"
60,"Segment 4",4,0,0,0,1,"Accessories","Belt"
61,"Segment 2",2,1,0,0,0,"Clothing","Sweater"
62,"Segment 4",4,0,0,0,1,"Accessories","Scarf"
63,"Segment 1",1,0,1,0,0,"Footwear","Sneakers"
64,"Segment 3",3,0,0,0,1,"Accessories","Sunglasses"
65,"Segment 4",4,0,1,0,0,"Footwear","Boots"
66,"Segment 2",2,0,0,0,1,"Accessories","Backpack"
67,"Segment 1",1,1,0,0,0,"Clothing","Blouse"
68,"Segment 2",2,0,0,1,0,"Outerwear","Coat"
69,"Segment 2",2,0,0,0,1,"Accessories","Handbag"
70,"Segment 1",1,0,0,0,1,"Accessories","Belt"
71,"Segment 1",1,0,0,0,1,"Accessories","Belt"
72,"Segment 3",3,1,0,0,0,"Clothing","Dress"
73,"Segment 3",3,1,0,0,0,"Clothing","Dress"
74,"Segment 3",3,1,0,0,0,"Clothing","Pants"
75,"Segment 1",1,0,0,0,1,"Accessories","Gloves"
76,"Segment 4",4,0,0,0,1,"Accessories","Scarf"
77,"Segment 2",2,0,0,0,1,"Accessories","Hat"
78,"Segment 3",3,1,0,0,0,"Clothing","Dress"
79,"Segment 4",4,1,0,0,0,"Clothing","Skirt"
80,"Segment 3",3,0,0,1,0,"Outerwear","Jacket"
81,"Segment 3",3,0,1,0,0,"Footwear","Sandals"
82,"Segment 4",4,0,1,0,0,"Footwear","Shoes"
83,"Segment 1",1,1,0,0,0,"Clothing","Pants"
84,"Segment 1",1,1,0,0,0,"Clothing","Dress"
85,"Segment 2",2,0,0,1,0,"Outerwear","Coat"
86,"Segment 4",4,0,0,0,1,"Accessories","Sunglasses"
87,"Segment 1",1,1,0,0,0,"Clothing","Hoodie"
88,"Segment 2",2,0,1,0,0,"Footwear","Shoes"
89,"Segment 3",3,1,0,0,0,"Clothing","T-shirt"
90,"Segment 4",4,0,0,1,0,"Outerwear","Jacket"
91,"Segment 3",3,0,0,0,1,"Accessories","Hat"
92,"Segment 4",4,0,0,0,1,"Accessories","Scarf"
93,"Segment 4",4,0,0,1,0,"Outerwear","Jacket"
94,"Segment 1",1,1,0,0,0,"Clothing","Sweater"
95,"Segment 4",4,1,0,0,0,"Clothing","Skirt"
96,"Segment 4",4,0,1,0,0,"Footwear","Sneakers"
97,"Segment 3",3,0,0,0,1,"Accessories","Gloves"
98,"Segment 1",1,0,1,0,0,"Footwear","Shoes"
99,"Segment 3",3,1,0,0,0,"Clothing","Jeans"
100,"Segment 1",1,1,0,0,0,"Clothing","Hoodie"
101,"Segment 4",4,0,0,0,1,"Accessories","Sunglasses"
102,"Segment 1",1,0,0,1,0,"Outerwear","Coat"
103,"Segment 4",4,1,0,0,0,"Clothing","Socks"
104,"Segment 4",4,0,1,0,0,"Footwear","Boots"
105,"Segment 2",2,0,0,0,1,"Accessories","Sunglasses"
106,"Segment 4",4,0,0,0,1,"Accessories","Backpack"
107,"Segment 2",2,0,0,1,0,"Outerwear","Jacket"
108,"Segment 3",3,0,1,0,0,"Footwear","Sneakers"
109,"Segment 4",4,1,0,0,0,"Clothing","Socks"
110,"Segment 4",4,1,0,0,0,"Clothing","T-shirt"
111,"Segment 2",2,0,0,0,1,"Accessories","Backpack"
112,"Segment 1",1,0,0,0,1,"Accessories","Belt"
113,"Segment 1",1,0,0,0,1,"Accessories","Gloves"
114,"Segment 3",3,0,0,0,1,"Accessories","Hat"
115,"Segment 4",4,0,0,1,0,"Outerwear","Coat"
116,"Segment 4",4,1,0,0,0,"Clothing","Skirt"
117,"Segment 4",4,0,1,0,0,"Footwear","Shoes"
118,"Segment 2",2,0,1,0,0,"Footwear","Sandals"
119,"Segment 1",1,1,0,0,0,"Clothing","Sweater"
120,"Segment 1",1,0,0,1,0,"Outerwear","Coat"
121,"Segment 4",4,0,0,0,1,"Accessories","Hat"
122,"Segment 1",1,1,0,0,0,"Clothing","Shorts"
123,"Segment 1",1,0,0,0,1,"Accessories","Backpack"
124,"Segment 4",4,1,0,0,0,"Clothing","Sweater"
125,"Segment 4",4,1,0,0,0,"Clothing","Sweater"
126,"Segment 2",2,1,0,0,0,"Clothing","Shorts"
127,"Segment 2",2,1,0,0,0,"Clothing","Shorts"
128,"Segment 1",1,1,0,0,0,"Clothing","Sweater"
129,"Segment 1",1,0,0,0,1,"Accessories","Scarf"
130,"Segment 1",1,1,0,0,0,"Clothing","Dress"
131,"Segment 2",2,0,0,0,1,"Accessories","Scarf"
132,"Segment 1",1,1,0,0,0,"Clothing","Skirt"
133,"Segment 1",1,0,0,0,1,"Accessories","Backpack"
134,"Segment 3",3,1,0,0,0,"Clothing","Sweater"
135,"Segment 4",4,0,0,0,1,"Accessories","Hat"
136,"Segment 4",4,0,1,0,0,"Footwear","Sandals"
137,"Segment 3",3,1,0,0,0,"Clothing","Blouse"
138,"Segment 2",2,0,1,0,0,"Footwear","Sneakers"
139,"Segment 2",2,1,0,0,0,"Clothing","Skirt"
140,"Segment 4",4,0,0,1,0,"Outerwear","Coat"
141,"Segment 2",2,1,0,0,0,"Clothing","Shirt"
142,"Segment 2",2,0,0,0,1,"Accessories","Gloves"
143,"Segment 3",3,0,0,1,0,"Outerwear","Jacket"
144,"Segment 3",3,0,0,1,0,"Outerwear","Coat"
145,"Segment 3",3,0,1,0,0,"Footwear","Shoes"
146,"Segment 1",1,0,0,0,1,"Accessories","Jewelry"
147,"Segment 2",2,1,0,0,0,"Clothing","Skirt"
148,"Segment 2",2,0,1,0,0,"Footwear","Shoes"
149,"Segment 3",3,0,0,0,1,"Accessories","Gloves"
150,"Segment 3",3,1,0,0,0,"Clothing","Pants"
151,"Segment 1",1,0,1,0,0,"Footwear","Boots"
152,"Segment 1",1,0,0,0,1,"Accessories","Sunglasses"
153,"Segment 1",1,1,0,0,0,"Clothing","Shirt"
154,"Segment 2",2,1,0,0,0,"Clothing","Hoodie"
155,"Segment 4",4,1,0,0,0,"Clothing","Dress"
156,"Segment 4",4,1,0,0,0,"Clothing","Socks"
157,"Segment 1",1,1,0,0,0,"Clothing","Shorts"
158,"Segment 3",3,0,0,0,1,"Accessories","Hat"
159,"Segment 1",1,1,0,0,0,"Clothing","Shirt"
160,"Segment 2",2,0,0,0,1,"Accessories","Gloves"
161,"Segment 1",1,0,0,0,1,"Accessories","Gloves"
162,"Segment 2",2,0,0,0,1,"Accessories","Backpack"
163,"Segment 4",4,0,0,0,1,"Accessories","Sunglasses"
164,"Segment 2",2,1,0,0,0,"Clothing","Skirt"
165,"Segment 2",2,0,0,0,1,"Accessories","Handbag"
166,"Segment 3",3,0,0,0,1,"Accessories","Handbag"
167,"Segment 2",2,0,1,0,0,"Footwear","Sneakers"
168,"Segment 1",1,0,0,0,1,"Accessories","Gloves"
169,"Segment 3",3,0,1,0,0,"Footwear","Shoes"
170,"Segment 3",3,0,0,1,0,"Outerwear","Jacket"
171,"Segment 2",2,1,0,0,0,"Clothing","Shirt"
172,"Segment 1",1,1,0,0,0,"Clothing","Shorts"
173,"Segment 4",4,0,0,0,1,"Accessories","Jewelry"
174,"Segment 3",3,0,0,0,1,"Accessories","Hat"
175,"Segment 2",2,0,1,0,0,"Footwear","Shoes"
176,"Segment 3",3,0,0,1,0,"Outerwear","Coat"
177,"Segment 3",3,0,0,0,1,"Accessories","Backpack"
178,"Segment 1",1,1,0,0,0,"Clothing","Hoodie"
179,"Segment 2",2,1,0,0,0,"Clothing","Skirt"
180,"Segment 2",2,0,1,0,0,"Footwear","Boots"
181,"Segment 4",4,0,1,0,0,"Footwear","Sandals"
182,"Segment 1",1,1,0,0,0,"Clothing","Pants"
183,"Segment 3",3,0,0,0,1,"Accessories","Gloves"
184,"Segment 2",2,1,0,0,0,"Clothing","Skirt"
185,"Segment 2",2,0,1,0,0,"Footwear","Sneakers"
186,"Segment 1",1,1,0,0,0,"Clothing","T-shirt"
187,"Segment 3",3,0,0,0,1,"Accessories","Backpack"
188,"Segment 3",3,0,1,0,0,"Footwear","Shoes"
189,"Segment 2",2,1,0,0,0,"Clothing","Hoodie"
190,"Segment 1",1,1,0,0,0,"Clothing","Blouse"
191,"Segment 2",2,0,0,1,0,"Outerwear","Coat"
192,"Segment 4",4,0,0,0,1,"Accessories","Hat"
193,"Segment 2",2,0,1,0,0,"Footwear","Shoes"
194,"Segment 3",3,0,0,0,1,"Accessories","Belt"
195,"Segment 4",4,0,0,0,1,"Accessories","Backpack"
196,"Segment 2",2,0,0,1,0,"Outerwear","Jacket"
197,"Segment 4",4,0,1,0,0,"Footwear","Boots"
198,"Segment 4",4,0,0,0,1,"Accessories","Scarf"
199,"Segment 2",2,0,0,0,1,"Accessories","Jewelry"
200,"Segment 4",4,0,0,0,1,"Accessories","Hat"
201,"Segment 3",3,1,0,0,0,"Clothing","Dress"
202,"Segment 2",2,1,0,0,0,"Clothing","Blouse"
203,"Segment 2",2,0,0,0,1,"Accessories","Hat"
204,"Segment 2",2,0,0,0,1,"Accessories","Scarf"
205,"Segment 1",1,0,1,0,0,"Footwear","Sneakers"
206,"Segment 2",2,1,0,0,0,"Clothing","Shirt"
207,"Segment 1",1,1,0,0,0,"Clothing","T-shirt"
208,"Segment 4",4,0,0,0,1,"Accessories","Gloves"
209,"Segment 2",2,1,0,0,0,"Clothing","Skirt"
210,"Segment 4",4,0,1,0,0,"Footwear","Sandals"
211,"Segment 2",2,0,0,1,0,"Outerwear","Jacket"
212,"Segment 4",4,1,0,0,0,"Clothing","Skirt"
213,"Segment 4",4,0,0,0,1,"Accessories","Handbag"
214,"Segment 1",1,0,0,0,1,"Accessories","Handbag"
215,"Segment 1",1,0,0,1,0,"Outerwear","Jacket"
216,"Segment 2",2,0,0,0,1,"Accessories","Scarf"
217,"Segment 2",2,1,0,0,0,"Clothing","Shorts"
218,"Segment 3",3,0,0,0,1,"Accessories","Sunglasses"
219,"Segment 3",3,1,0,0,0,"Clothing","T-shirt"
220,"Segment 3",3,0,0,0,1,"Accessories","Belt"
221,"Segment 1",1,0,1,0,0,"Footwear","Sneakers"
222,"Segment 1",1,0,0,0,1,"Accessories","Hat"
223,"Segment 4",4,0,0,0,1,"Accessories","Gloves"
224,"Segment 1",1,1,0,0,0,"Clothing","Pants"
225,"Segment 4",4,1,0,0,0,"Clothing","Socks"
226,"Segment 3",3,0,0,1,0,"Outerwear","Jacket"
227,"Segment 3",3,0,1,0,0,"Footwear","Shoes"
228,"Segment 4",4,1,0,0,0,"Clothing","Jeans"
229,"Segment 3",3,1,0,0,0,"Clothing","Socks"
230,"Segment 2",2,0,1,0,0,"Footwear","Sandals"
231,"Segment 4",4,0,0,0,1,"Accessories","Scarf"
232,"Segment 3",3,1,0,0,0,"Clothing","Blouse"
233,"Segment 2",2,0,0,0,1,"Accessories","Jewelry"
234,"Segment 1",1,1,0,0,0,"Clothing","Sweater"
235,"Segment 1",1,0,0,0,1,"Accessories","Gloves"
236,"Segment 4",4,0,0,0,1,"Accessories","Sunglasses"
237,"Segment 3",3,0,0,1,0,"Outerwear","Coat"
238,"Segment 4",4,1,0,0,0,"Clothing","Dress"
239,"Segment 2",2,1,0,0,0,"Clothing","Skirt"
240,"Segment 2",2,1,0,0,0,"Clothing","Pants"
241,"Segment 2",2,1,0,0,0,"Clothing","Sweater"
242,"Segment 4",4,1,0,0,0,"Clothing","Hoodie"
243,"Segment 4",4,0,0,1,0,"Outerwear","Coat"
244,"Segment 3",3,0,0,0,1,"Accessories","Jewelry"
245,"Segment 1",1,0,0,0,1,"Accessories","Belt"
246,"Segment 2",2,0,1,0,0,"Footwear","Sandals"
247,"Segment 3",3,0,0,0,1,"Accessories","Sunglasses"
248,"Segment 1",1,1,0,0,0,"Clothing","Sweater"
249,"Segment 4",4,0,0,0,1,"Accessories","Belt"
250,"Segment 2",2,0,0,0,1,"Accessories","Handbag"
251,"Segment 1",1,1,0,0,0,"Clothing","Skirt"
252,"Segment 3",3,0,0,0,1,"Accessories","Handbag"
253,"Segment 1",1,1,0,0,0,"Clothing","Shorts"
254,"Segment 4",4,0,1,0,0,"Footwear","Boots"
255,"Segment 2",2,0,0,0,1,"Accessories","Sunglasses"
256,"Segment 2",2,0,0,0,1,"Accessories","Scarf"
257,"Segment 2",2,0,0,0,1,"Accessories","Jewelry"
258,"Segment 1",1,0,0,0,1,"Accessories","Handbag"
259,"Segment 2",2,0,0,0,1,"Accessories","Gloves"
260,"Segment 3",3,1,0,0,0,"Clothing","Jeans"
261,"Segment 3",3,0,0,0,1,"Accessories","Hat"
262,"Segment 1",1,1,0,0,0,"Clothing","Jeans"
263,"Segment 1",1,1,0,0,0,"Clothing","Pants"
264,"Segment 1",1,1,0,0,0,"Clothing","Shorts"
265,"Segment 1",1,1,0,0,0,"Clothing","Pants"
266,"Segment 3",3,0,0,0,1,"Accessories","Backpack"
267,"Segment 4",4,0,0,0,1,"Accessories","Jewelry"
268,"Segment 2",2,1,0,0,0,"Clothing","Sweater"
269,"Segment 2",2,0,1,0,0,"Footwear","Shoes"
270,"Segment 2",2,1,0,0,0,"Clothing","Blouse"
271,"Segment 1",1,1,0,0,0,"Clothing","Jeans"
272,"Segment 4",4,0,0,0,1,"Accessories","Sunglasses"
273,"Segment 2",2,0,0,0,1,"Accessories","Jewelry"
274,"Segment 2",2,0,0,1,0,"Outerwear","Coat"
275,"Segment 2",2,0,0,0,1,"Accessories","Jewelry"
276,"Segment 4",4,0,0,0,1,"Accessories","Backpack"
277,"Segment 1",1,1,0,0,0,"Clothing","Skirt"
278,"Segment 3",3,1,0,0,0,"Clothing","Shirt"
